Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"Keep digging, he’s sitting on a horse 🐎",270,12,07/10/2022 03:09:15 PM,believes the fake news,0.5010200142860413,non_irony,0.8206759095191956,Ambiguous or uncertain expression — may need manual review.
"Kind of disappointing, less unique, lots of statues have bodies. 
They should have quit when they were a head.",51,6,07/12/2022 12:30:57 AM,neutral,0.5560460686683655,irony,0.7773332595825195,Ambiguous or uncertain expression — may need manual review.
That should tell ya a rough age. The sphinx was totally buried except for most of the head at one time as well. Nature buried these ancient statue's and tombs. These stories haven't been told truthfully,23,6,07/10/2022 02:37:10 AM,believes the fake news,0.4172374010086059,non_irony,0.8864659070968628,Possible ironic endorsement — sarcasm misinterpreted as belief.
Perhaps a great flood buried them?? ...and swept away the people.,20,8,07/09/2022 09:12:52 PM,criticizes the fake news,0.5438886880874634,non_irony,0.6531023383140564,Sarcastic questioning — likely expressing doubt or disbelief.
on the other side of the globe there are also stone statues with a similar pose  https://photographers.ua/photo/drevnie-bogi-415606/,16,7,07/10/2022 06:45:55 PM,neutral,0.57747882604599,non_irony,0.5111144185066223,Ambiguous or uncertain expression — may need manual review.
I cannot beleive that this was really the first occasion to check it...,17,5,07/10/2022 02:37:47 PM,criticizes the fake news,0.4163925945758819,non_irony,0.8853955864906311,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"I've read that given the average rate of overburden deposition, it would be impossible to bury the statues to that depth in the amount of time it is estimated to have happened. Meaning what? Meaning these statues are waaay older than is estimated.",13,3,07/10/2022 06:36:09 AM,criticizes the fake news,0.4616241455078125,non_irony,0.9114426374435425,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Funnily enough Dutch explorers in the 1600s who landed on Easter Island and met the locals described the statues as having bodies and standing upright above the ground. So it's only at some point since then that they buried them up to their necks.,10,0,07/12/2022 11:45:58 AM,criticizes the fake news,0.572315514087677,irony,0.6707464456558228,Likely critical or skeptical language.
"https://youtu.be/7j08gxUcBgc 

For those looking for some deeper history. Carved from the mountainside and then pulled with ropes back and forth so they wobbled and thus walked to the beach on their own.",8,0,07/10/2022 08:17:31 AM,criticizes the fake news,0.4871126413345337,non_irony,0.8689079880714417,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"What is even more interesting is to check out the experience made to show how the statues were “ walking “ 

https://youtu.be/YpNuh-J5IgE",8,0,07/10/2022 03:51:05 PM,criticizes the fake news,0.506216287612915,non_irony,0.5383936166763306,Ambiguous or uncertain expression — may need manual review.
"After many years, my wife also discovered that I had a body.",21,2,07/11/2022 03:39:25 AM,neutral,0.4419289231300354,irony,0.7344860434532166,Ambiguous tone — sarcastic or humorous uncertainty.
Are they holding their peen? Maybe it’s just statues of peeing. Are they sure that when it rains it doesn’t turn into a fountain?,22,5,07/10/2022 02:28:04 AM,criticizes the fake news,0.5081623792648315,non_irony,0.922881007194519,Sarcastic questioning — likely expressing doubt or disbelief.
"Been there twice when working on Norweigen ships, ship would anchor about three km off shore and  you would have to get a tender ashore. To get to the statues you could either get a taxi or ride there on a half wild horse. That was in the late 1960s.",8,6,07/11/2022 01:19:19 AM,neutral,0.3781608343124389,non_irony,0.8594850301742554,Ambiguous tone — sarcastic or humorous uncertainty.
