Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"-Thomas Valentine it absolutely is. That the beauty of the stupidity of Aryan superiority nonsense, and something I've weaponized against neo-Nazis ever since I was in high school.

""Aryan Guard"": thank you so much for your protection. It's so wonderful to see people who recognize my value

""Aryan Brotherhood"": EYYYY, my brother!

I may have gotten in some yelling matches and scuffles doing this, but they were worth it.",50,3,10/29/2025 05:14:32 PM,criticizes the fake news,0.5215299129486084,non_irony,0.5432576537132263,Likely critical or skeptical language.
"-Thomas Valentine also worth pointing out that the Aryavarta (""Land of the Aryans"", as it were) was on the Indian Subcontinent (modern day Pakistan and in both parts of modern day Punjab)",23,3,10/29/2025 05:17:47 PM,criticizes the fake news,0.5503228306770325,non_irony,0.8490824103355408,Ambiguous or uncertain expression — may need manual review.
"-Thomas Valentine given that Aryan refers to people from Iran, it is a lot closer to India than Germany",1,0,10/30/2025 12:09:44 AM,believes the fake news,0.3837703168392181,irony,0.5063188076019287,Ambiguous or uncertain expression — may need manual review.
--Karel Havlíček And proto-germanic had a large influence on English. The classification of languages has little to do with the fact that they've all been developing and evolving regardless of whether we randomly decided to call then something else at some point. It just means we have more details about those developments. An alien with little detailed knowledge about Europe might say that Latin was spoken in Europe from 1000 BCE to the modern day.,0,0,11/03/2025 09:39:10 AM,neutral,0.4054389595985412,non_irony,0.7949121594429016,Ambiguous tone — sarcastic or humorous uncertainty.
--Jaspaul Sandhu never a bad thing to punch a nazi,5,0,10/29/2025 09:55:39 PM,criticizes the fake news,0.4422455728054046,irony,0.5852357149124146,Likely critical or skeptical language.
--Jaspaul Sandhu I wish I could pull off this particular line of reasoning but as a person of German descent I fear it might come off weird? But I absolutely love that you’re doing it! ￼,0,0,10/31/2025 11:09:35 PM,criticizes the fake news,0.4976880252361297,non_irony,0.896714985370636,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"--Kate Kaboom this particular line would be challenging if you're not ethnically from the Subcontinent, but the good news is that neo-Nazis are stupid in so many ways, that there are plenty of lines to ridicule them on",1,0,11/02/2025 07:02:46 PM,criticizes the fake news,0.4056145548820495,non_irony,0.7940250039100647,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"--Jaspaul Sandhu wasn't Aryavarta somewhere in Chorasan or Kwarasmia?

but nice one for the Aryan brotherhood 😂👌🏼
भ्राता (bhrātā)!",2,0,10/29/2025 09:58:48 PM,believes the fake news,0.4117538034915924,non_irony,0.5697897672653198,Ambiguous or uncertain expression — may need manual review.
"--Marko Perkovic it's been a long time since AP World History, but I don't recall that being the case. I could be wrong though",1,0,10/30/2025 08:06:39 PM,neutral,0.5562552213668823,non_irony,0.8660125732421875,Ambiguous or uncertain expression — may need manual review.
Sepehr is a Nazi. Or so close it doesn't matter.,74,12,10/29/2025 03:30:43 PM,criticizes the fake news,0.576695442199707,non_irony,0.8155604600906372,Ambiguous or uncertain expression — may need manual review.
-David Higgins if he steps like a goose...,17,0,10/29/2025 03:43:06 PM,neutral,0.4942367970943451,non_irony,0.8066320419311523,Ambiguous tone — sarcastic or humorous uncertainty.
-David Higgins Neo-Nazis. Worse than Nazis as the actual Nazis did not have 70 years of history to see how shitty of an idea it really was.,30,2,10/29/2025 03:44:25 PM,believes the fake news,0.4424769580364227,irony,0.5293644070625305,Likely critical or skeptical language.
-David Higgins This is literally what the Nazis believed in.,1,1,10/29/2025 07:54:35 PM,criticizes the fake news,0.5721591711044312,irony,0.7177312970161438,Ambiguous or uncertain expression — may need manual review.
"-David Higgins Jesus christ, I never heard of this guy until now, and the first FIVE POSTS of his tick all the boxes:

- boomer meme about white people being boxed up and apparently in the 'minority' now
- something about the great replacement sort of sh.it
- Nazi UFO/Antarctica conspiracy that goes around occult sort of groups
- actual pagan occult post
- now the above sh.it on Aryan mythologising

Yep, if not a nazi, then he's certainly very much a crypto fascist, or way down that pipeline...",2,0,10/30/2025 12:13:13 AM,criticizes the fake news,0.5342772006988525,non_irony,0.8351311087608337,Likely critical or skeptical language.
-David Higgins He is Jewish actually,0,0,11/03/2025 12:42:53 PM,neutral,0.5182516574859619,non_irony,0.6922623515129089,Ambiguous or uncertain expression — may need manual review.
"--Cody Zabroski Oh, he’s a Neo Nazi dude, there is no doubt",6,0,10/29/2025 04:34:28 PM,believes the fake news,0.5302417278289795,non_irony,0.5786418318748474,Likely critical or skeptical language.
"--Marcus Vallée before I realized he was, I thought his ""documentaries"" were just amazing worldbuilding for a fantasy novel.",8,0,10/29/2025 06:31:49 PM,criticizes the fake news,0.3853074610233307,irony,0.5868927836418152,Likely critical or skeptical language.
"--Fingers Leandre Delaurus and the real Nazis were also acting out of the trauma of WWI. doesn't excuse what they did, but they were f*cked in the head.",3,0,10/29/2025 07:39:14 PM,criticizes the fake news,0.593908429145813,non_irony,0.8228586912155151,Ambiguous or uncertain expression — may need manual review.
"--Daniel Yeow it’s not much of an excuse, but some just got along with the cool music, or simply did not resist or just enjoying the spiffy outfits and swallowed the cool-aid. But they did not join knowing how fuckingly bad of an idea it was. Neo Nazis RESEARCH how fucking bad of an idea it is before joining.",5,0,10/29/2025 08:45:29 PM,believes the fake news,0.3648928701877594,non_irony,0.7937964797019958,Possible ironic endorsement — sarcasm misinterpreted as belief.
"--Adrian Burt exactly. He might not have a Nazi party membership card, but he'd absolutely be able to get one.",0,0,10/29/2025 08:08:04 PM,neutral,0.4284337162971496,non_irony,0.9131513237953186,Ambiguous tone — sarcastic or humorous uncertainty.
"I'm a pacifist, but Nazis shouldn't feel safe like that...",101,44,10/29/2025 03:34:45 PM,criticizes the fake news,0.4564994871616363,non_irony,0.7462249398231506,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"--Jean Merlier Google ""intolerance paradox"".",8,0,10/29/2025 05:06:25 PM,neutral,0.450212299823761,non_irony,0.5456012487411499,Ambiguous or uncertain expression — may need manual review.
