Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
That's enough internet for today,15,2,06/25/2024 05:46:39 AM,neutral,0.7520624399185181
That plaster of Paris almost looks real lol,22,0,06/25/2024 05:52:47 AM,believes the fake news,0.5193734169006348
9th grade art class...,3,0,06/25/2024 10:33:03 AM,neutral,0.7483960390090942
No five finger discount for him,0,0,06/25/2024 10:30:01 AM,neutral,0.7655450105667114
Kinda looks like a munk that's done self mummification or a sculpture of one.,0,0,06/25/2024 11:42:42 AM,criticizes the fake news,0.43261978030204773
Where did they find this picture of me,1,0,06/25/2024 06:20:26 AM,criticizes the fake news,0.6128472685813904
"The ""Cardiff Giant"" Was More Believable.",1,0,06/25/2024 01:00:45 PM,criticizes the fake news,0.53263920545578
"Sometimes - Men had 3 fingers,& one eyed.",0,2,06/25/2024 06:23:12 AM,believes the fake news,0.36269643902778625
"Someone's art sculpture got discovered near the monolith... WOW, now that's something!",1,1,06/25/2024 06:07:07 AM,criticizes the fake news,0.5755984783172607
Play dough,0,0,06/25/2024 11:21:37 AM,neutral,0.7118421196937561
Can't believe anything these days with A I,0,1,06/25/2024 06:49:49 AM,criticizes the fake news,0.5491663813591003
Looks like something I made in pottery class!!!,0,0,06/25/2024 08:02:45 AM,criticizes the fake news,0.4869348704814911
The comic The Daily Mail,0,0,06/25/2024 11:25:01 AM,criticizes the fake news,0.5949662923812866
The scientific said the alien mummy was a toy ...,0,0,06/25/2024 01:11:25 PM,neutral,0.5381562113761902
You been cave diving again Rob Paton,0,0,06/25/2024 09:21:04 AM,neutral,0.45825034379959106
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/966535590928013571?url=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2FlX2UkhLnMmS74uRduN%2Fgiphy.gif%3Fcid%3D120c0147vx5jkiyclbv7hpp20tux4mbvllgsmw0a63bikpqp%26rid%3Dgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s480x480_tt6&ccb=13-1&oh=06_Q399vmPyaRZ6TZdoOmE6mOUX3nNSnEOUC2YD1YkJA_Haccg&oe=679C2397&_nc_sid=c97757,0,0,06/25/2024 03:46:47 PM,neutral,0.4097672700881958
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/28345301873528835?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FfKxP2yMfiOkAAAAd%2Fdancing-dancing-alien.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q39963wFuxLh6AEmiY_-qd9KGK7_z4Yna3vmWZnggbFmk9U&oe=679C3771&_nc_sid=867500,0,0,06/25/2024 06:05:47 AM,neutral,0.388887494802475
"That Peter Dutton’s and GinaReinhart .
Love  child.",0,0,06/25/2024 06:12:48 AM,neutral,0.37069404125213623
Smiegel,1,0,06/25/2024 07:12:50 AM,neutral,0.6740766167640686
