Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence
"-Thomas Valentine It is in a way, since Sanskrit (which was established early) has a large influence on Hindi.",32,1,10/29/2025 04:12:03 PM,neutral,0.6495440006256104
"-Thomas Valentine it absolutely is. That the beauty of the stupidity of Aryan superiority nonsense, and something I've weaponized against neo-Nazis ever since I was in high school.

""Aryan Guard"": thank you so much for your protection. It's so wonderful to see people who recognize my value

""Aryan Brotherhood"": EYYYY, my brother!

I may have gotten in some yelling matches and scuffles doing this, but they were worth it.",50,3,10/29/2025 05:14:32 PM,criticizes the fake news,0.5215299129486084
"-Thomas Valentine also worth pointing out that the Aryavarta (""Land of the Aryans"", as it were) was on the Indian Subcontinent (modern day Pakistan and in both parts of modern day Punjab)",23,3,10/29/2025 05:17:47 PM,criticizes the fake news,0.5503228306770325
"-Thomas Valentine given that Aryan refers to people from Iran, it is a lot closer to India than Germany",1,0,10/30/2025 12:09:44 AM,believes the fake news,0.38377031683921814
--Karel Havlíček And proto-germanic had a large influence on English. The classification of languages has little to do with the fact that they've all been developing and evolving regardless of whether we randomly decided to call then something else at some point. It just means we have more details about those developments. An alien with little detailed knowledge about Europe might say that Latin was spoken in Europe from 1000 BCE to the modern day.,0,0,11/03/2025 09:39:10 AM,neutral,0.40543895959854126
--Jaspaul Sandhu never a bad thing to punch a nazi,5,0,10/29/2025 09:55:39 PM,criticizes the fake news,0.44224557280540466
--Jaspaul Sandhu I wish I could pull off this particular line of reasoning but as a person of German descent I fear it might come off weird? But I absolutely love that you’re doing it! ￼,0,0,10/31/2025 11:09:35 PM,criticizes the fake news,0.49768802523612976
"--Kate Kaboom this particular line would be challenging if you're not ethnically from the Subcontinent, but the good news is that neo-Nazis are stupid in so many ways, that there are plenty of lines to ridicule them on",1,0,11/02/2025 07:02:46 PM,criticizes the fake news,0.40561455488204956
"--Jaspaul Sandhu wasn't Aryavarta somewhere in Chorasan or Kwarasmia?

but nice one for the Aryan brotherhood 😂👌🏼
भ्राता (bhrātā)!",2,0,10/29/2025 09:58:48 PM,believes the fake news,0.4117538034915924
"--Marko Perkovic it's been a long time since AP World History, but I don't recall that being the case. I could be wrong though",1,0,10/30/2025 08:06:39 PM,neutral,0.5562552213668823
"--Jaspaul Sandhu Sorry I was confusing it with Airyanem Vaejah which is most likely in/or around Chorasmia, and Aryavarta or Brahmavarta is in fact in the north of the Indian subcontinent,

the former being both the ancient homeland of the Indo-Iranic early Aryas and with later ethnogenesis becoming the original homeland of the Iranic people, the Airiia",1,0,10/30/2025 09:34:15 PM,criticizes the fake news,0.6660053730010986
Sepehr is a Nazi. Or so close it doesn't matter.,74,12,10/29/2025 03:30:43 PM,criticizes the fake news,0.576695442199707
-David Higgins well we can't say if he is or isn't... He is 😂.,6,2,10/29/2025 03:33:18 PM,neutral,0.8313300013542175
-David Higgins if he steps like a goose...,17,0,10/29/2025 03:43:06 PM,neutral,0.4942367970943451
-David Higgins Neo-Nazis. Worse than Nazis as the actual Nazis did not have 70 years of history to see how shitty of an idea it really was.,30,2,10/29/2025 03:44:25 PM,believes the fake news,0.44247695803642273
-David Higgins This is literally what the Nazis believed in.,1,1,10/29/2025 07:54:35 PM,criticizes the fake news,0.5721591711044312
"-David Higgins seems much more likely to me that he is a disinfo purveyor/profiteer desiring to fit in to the current misdirective neo-con conspiracy space promoting the age-old ""jewish conspiracy"" from a ridiculous mystical/""gnostic"" angle, considering his father is a Jewish filmmaker",1,0,10/29/2025 08:36:37 PM,believes the fake news,0.6897100210189819
"-David Higgins Jesus christ, I never heard of this guy until now, and the first FIVE POSTS of his tick all the boxes:

- boomer meme about white people being boxed up and apparently in the 'minority' now
- something about the great replacement sort of sh.it
- Nazi UFO/Antarctica conspiracy that goes around occult sort of groups
- actual pagan occult post
- now the above sh.it on Aryan mythologising

Yep, if not a nazi, then he's certainly very much a crypto fascist, or way down that pipeline...",2,0,10/30/2025 12:13:13 AM,criticizes the fake news,0.5342772006988525
-David Higgins He is Jewish actually,0,0,11/03/2025 12:42:53 PM,neutral,0.5182516574859619
"--Cody Zabroski Oh, he’s a Neo Nazi dude, there is no doubt",6,0,10/29/2025 04:34:28 PM,believes the fake news,0.5302417278289795
"--Marcus Vallée before I realized he was, I thought his ""documentaries"" were just amazing worldbuilding for a fantasy novel.",8,0,10/29/2025 06:31:49 PM,criticizes the fake news,0.3853074610233307
"--Fingers Leandre Delaurus and the real Nazis were also acting out of the trauma of WWI. doesn't excuse what they did, but they were f*cked in the head.",3,0,10/29/2025 07:39:14 PM,criticizes the fake news,0.593908429145813
"--Daniel Yeow it’s not much of an excuse, but some just got along with the cool music, or simply did not resist or just enjoying the spiffy outfits and swallowed the cool-aid. But they did not join knowing how fuckingly bad of an idea it was. Neo Nazis RESEARCH how fucking bad of an idea it is before joining.",5,0,10/29/2025 08:45:29 PM,believes the fake news,0.3648928701877594
"--Adrian Burt exactly. He might not have a Nazi party membership card, but he'd absolutely be able to get one.",0,0,10/29/2025 08:08:04 PM,neutral,0.42843371629714966
"I'm a pacifist, but Nazis shouldn't feel safe like that...",101,44,10/29/2025 03:34:45 PM,criticizes the fake news,0.45649948716163635
"-Marijn Tak Im a pacifist, but",11,32,10/29/2025 04:11:52 PM,neutral,0.9485415816307068
"-Marijn Tak  I'm not a pacifist, but don't hold anything against you for being one. nazis deserve to exist in abject terror unless they recant and actually change.",13,9,10/29/2025 05:38:37 PM,neutral,0.8612819314002991
"-Marijn Tak yes, it's not about enjoying or preferring violence, it's about survival. If we let nazi feel safe then they will take over. Paradox of intolerance and all that.",0,0,11/02/2025 04:28:29 AM,neutral,0.6519280076026917
--Jean Merlier I can both not believe in power through violence and think Nazis shouldn't have the confidence to say their malicious nonsense without repercussion; I'm flexible like that. 😜,18,0,10/29/2025 04:15:44 PM,neutral,0.7114171385765076
"--Jean Merlier Google ""intolerance paradox"".",8,0,10/29/2025 05:06:25 PM,neutral,0.450212299823761
--Jack Douglas intolerance paradox is bullshit,7,0,10/29/2025 05:31:50 PM,believes the fake news,0.667266309261322
"--Cancehladoo Da Silva therefore all philosophy is bunkum, according to you...",1,0,10/29/2025 05:40:05 PM,believes the fake news,0.7844069004058838
--Jack Douglas lmao,1,0,10/29/2025 05:40:51 PM,believes the fake news,0.37296634912490845
"--Cancehladoo Da Silva ok, fascist",8,0,10/29/2025 05:57:09 PM,believes the fake news,0.4388452172279358
--Cassandra Arjay neofascist*,0,0,10/29/2025 05:59:38 PM,believes the fake news,0.5981086492538452
--Marijn Tak It's a play on I'm not racist but. Someone could reply I can both not believe in superiority of a select race and think White people shouldn't have the confidence to say their malicious nonsense without repercussion; I'm flexible like that. I like looking at structure of argument and thought more then the arguments and thought themselves. I would object to 'him not racist' but on the same grounds of internal consistency. Now if someone is not x but and that's consistent now that's interesting as it's a totally new paradigm.,0,0,10/29/2025 06:04:42 PM,neutral,0.7131496667861938
