Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"Wow, every days a school day !!!!!",0,0,07/11/2022 07:25:49 PM,criticizes the fake news,0.4615589678287506,irony,0.9798772931098938,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Wow, these guys were definitely big beer drinkers!  Look at those beer guts!!",0,0,07/15/2022 08:19:53 AM,criticizes the fake news,0.425645112991333,irony,0.97864830493927,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Oh wow, it took scientists over 200 years to find this out...  By the time they figure out that ""Global warming is real"" I'll be termed a ""Kentucky Fried Chicken""...",0,0,07/16/2022 10:31:31 AM,criticizes the fake news,0.5683826208114624,irony,0.9761733412742615,Ambiguous or uncertain expression — may need manual review.
"Wow, that's terrific , now things will be looked at anew.",2,0,07/10/2022 06:24:09 AM,criticizes the fake news,0.4260633289813995,irony,0.9749647974967957,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Just so amazing.,0,0,07/10/2022 03:00:55 PM,criticizes the fake news,0.5042802095413208,irony,0.9683905839920044,Ambiguous or uncertain expression — may need manual review.
"Think you might have to dig deeper to see what really lays beneath!!
Buildings? City? Temples?",0,0,07/14/2022 07:54:56 PM,believes the fake news,0.4559895396232605,non_irony,0.9498701095581055,Possible ironic endorsement — sarcasm misinterpreted as belief.
I can only imagine the joy that came when they decided maybe there was more.  Fascinating!,3,0,07/11/2022 06:44:06 PM,criticizes the fake news,0.5540618300437927,irony,0.947697639465332,Ambiguous or uncertain expression — may need manual review.
That's awesome!!!,0,0,07/10/2022 09:34:02 PM,criticizes the fake news,0.5220810770988464,irony,0.9447972178459167,Ambiguous or uncertain expression — may need manual review.
Amazing!!!! What culture accomplished such a thing,1,0,07/11/2022 01:45:53 AM,criticizes the fake news,0.477543294429779,irony,0.9430534839630127,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
They should raise them all before there's not much left. Wonder what else might be down there.,0,0,07/11/2022 07:00:00 PM,criticizes the fake news,0.4940949976444244,non_irony,0.9406285285949707,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
I’m assuming that’s all been dug out by hand?,1,0,07/10/2022 11:44:32 AM,neutral,0.428494781255722,non_irony,0.9369748830795288,Ambiguous tone — sarcastic or humorous uncertainty.
"Great they were in jail, and you just freed them.",0,0,07/12/2022 11:56:32 AM,neutral,0.5238544940948486,irony,0.934381902217865,Ambiguous or uncertain expression — may need manual review.
Makes them all the more amazing,1,0,07/12/2022 01:43:44 AM,neutral,0.4264885783195495,irony,0.9323042631149292,Ambiguous tone — sarcastic or humorous uncertainty.
