Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"Isn't the grass green today? yeah, it's green. Very green. Greener than yesterday? No, not that green. Nice weather isn't it? Blablablabla.....",67,1,04/12/2016 08:43:58 AM,neutral,0.383668303489685,non_irony,0.713072657585144,Ambiguous tone — sarcastic or humorous uncertainty.
"Did read somewhere that ancient hieroglyphs of some sort are on the back at the bottom of the statue. What's the betting they find out, when translated, it say's 'Made in China'? :)",30,0,04/14/2016 10:31:05 AM,criticizes the fake news,0.485737532377243,irony,0.5773499608039856,Ambiguous or uncertain expression — may need manual review.
Parece increible que estas esculturas tan enormes fueron construidas hace miles de años sin contar con maquinaria y adelantos algunos para lograr estas maravillas.,19,0,04/13/2016 10:42:20 PM,neutral,0.456722229719162,irony,0.5853266716003418,Likely critical or skeptical language.
"Its real.I think ,no one talked about it ,because its"" Easter ""Islands ,and the ""heads"" hold their cocks .Very likely there is a religious politics behind it .",10,0,04/12/2016 07:02:06 PM,criticizes the fake news,0.4403522908687591,non_irony,0.6372635364532471,Likely critical or skeptical language.
https://scontent.fnap3-1.fna.fbcdn.net/v/t39.30808-6/464722824_8890366694335860_8563890557972106582_n.jpg?stp=dst-jpg_p370x247_tt6&_nc_cat=105&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=YiXX3g-mlBYQ7kNvgGstuvJ&_nc_zt=23&_nc_ht=scontent.fnap3-1.fna&_nc_gid=APuzCwQYORFYE7zcg8W0oXb&oh=00_AYC61b8B4Q7omn6_2r_etw7mQ2WAMHhf6-HIqI9WzEY0nw&oe=67A00626,1211,57,04/11/2016 11:46:11 PM,neutral,0.3918033540248871,non_irony,0.9497343301773071,Ambiguous tone — sarcastic or humorous uncertainty.
Hahahahahah Travis Halterman see!! There is an Easter Island!,1,0,05/16/2016 09:48:38 PM,believes the fake news,0.5897364616394043,irony,0.7879820466041565,Ambiguous or uncertain expression — may need manual review.
"As much as I know these statues became famous as a mysterious heads ""growing"" from the earth,but here we have more to know more about their story. But when the hidden parts of the statues were uncovered,pls? I didn't see it yet",8,0,04/15/2016 10:12:58 PM,criticizes the fake news,0.4255608916282654,non_irony,0.934579610824585,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Credo che l'unica statua di questo tipo fuori dall'isola si trovi in Italia, per la precisione a Vitorchiano (Lazio). Fu costruita dagli stessi moai sul posto e messa sulla piazza principale del paese, davanti alle antiche mura. Poi, non so perché, spostata lontano, in un buio parcheggio, e senza una indicazione che ne annunci la presenza o l'ubicazione.",1,0,04/20/2016 08:14:55 AM,criticizes the fake news,0.4750825762748718,non_irony,0.9310106635093689,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
i see in one catalog tha statues I like to buy one to  put it in front of my  yard but my son said no someone may steal it,2,0,04/14/2016 01:30:21 AM,criticizes the fake news,0.5084569454193115,non_irony,0.8856484293937683,Likely critical or skeptical language.
"Skillnaden mellanntro och vetande..
Bakom tron existerar mer, dvs det finns en orsak till tron, och när orsaken kommer fram fullt ut, är det vetenskap, vid just gränsen..så vetenskap kan komma längre tills den absoluta sanningen uppenbarar sig.  Jag antar att det finns en absolut sanning, det är en tro jag har :-)",2,0,04/12/2016 08:06:52 AM,criticizes the fake news,0.3661521375179291,non_irony,0.6679918169975281,Ambiguous or uncertain expression — may need manual review.
Well there you go. A little bit like life really. You never really know what people are really like till you dig a bit deeper under the surface.,3,0,05/14/2016 03:50:08 AM,neutral,0.5551717281341553,non_irony,0.7331720590591431,Likely critical or skeptical language.
Rana Musleh hii habibtii. Show these to Faris he took about them before i think he might be interested with the news,3,1,04/15/2016 10:53:43 AM,believes the fake news,0.4339106678962707,non_irony,0.864339292049408,Possible ironic endorsement — sarcasm misinterpreted as belief.
wajajaja pero no ese cuerpo fitness wajajaja tienen el mismo cuerpo que los que están completos parados fuera de la isla como en AKIVI O TAHAI O TONGARIKI etc,0,0,05/17/2016 02:55:17 AM,believes the fake news,0.5354125499725342,non_irony,0.9185014963150024,Likely critical or skeptical language.
Pero yo esta noticia no había leído.  Cuando ha salido esta noticia?,0,0,04/20/2016 09:26:32 PM,criticizes the fake news,0.3980138897895813,irony,0.7304203510284424,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Mina Nagy Mohannad Alaa جائزة ال#علي_وضعنا تذهب الي.... :D,1,0,04/13/2016 05:18:21 PM,believes the fake news,0.5229651927947998,non_irony,0.7882920503616333,Ambiguous or uncertain expression — may need manual review.
"Cela me fait penser: lorsqu'il y a une tête de cerf accrochée au mur en trophée de chasse, est-ce que le reste du corps dépasse de l'autre côté du mur ???",4,0,05/14/2016 04:23:55 PM,neutral,0.4226764142513275,non_irony,0.924795389175415,Ambiguous tone — sarcastic or humorous uncertainty.
This one is fake. It's Photoshop.,298,1,04/11/2016 11:55:15 PM,neutral,0.4530394375324249,non_irony,0.829283595085144,Ambiguous tone — sarcastic or humorous uncertainty.
They do have bodies but they didn't work out,17,0,04/12/2016 06:31:58 AM,neutral,0.5028110146522522,non_irony,0.7357136607170105,Ambiguous or uncertain expression — may need manual review.
This is false. Why post this photo? It is made up. Might as well give him Santa Costume bodies.,36,0,07/17/2016 04:37:49 PM,criticizes the fake news,0.5631197690963745,non_irony,0.8872813582420349,Sarcastic questioning — likely expressing doubt or disbelief.
Deanna Haren Ahahaha Mr Cacahuete ! look at the album ahaha,7,1,04/12/2016 12:43:06 PM,criticizes the fake news,0.4691534042358398,non_irony,0.642333984375,Ambiguous or uncertain expression — may need manual review.
And I assure you it doesn't look like this,4,0,05/18/2016 01:35:42 AM,criticizes the fake news,0.4888920783996582,non_irony,0.6642851829528809,Ambiguous or uncertain expression — may need manual review.
Name of the artist who painted this?,3,4,04/12/2016 10:20:25 PM,criticizes the fake news,0.4714389443397522,non_irony,0.9379410743713379,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
http://www.snopes.com/photos/arts/easterisland.asp this is what the bodies REALLY  look like,1,0,04/15/2016 06:01:03 PM,criticizes the fake news,0.5867165327072144,irony,0.5365902781486511,Likely critical or skeptical language.
When you workout but u still ugly.,3,0,04/14/2016 05:33:35 PM,neutral,0.5013375282287598,irony,0.8793937563896179,Ambiguous or uncertain expression — may need manual review.
"Por algum motivo essas estátuas me fazem pensar que os Titãs de Shingeki já existiram e é dessa forma que os humanos relataram sua existencia,( vá passando as fotos) Bruna",1,1,04/15/2016 02:22:45 PM,believes the fake news,0.5328541398048401,non_irony,0.7915301322937012,Likely critical or skeptical language.
Some one had the last laugh.Excellent!,3,0,04/12/2016 02:07:44 PM,criticizes the fake news,0.5410498380661011,irony,0.8741866946220398,Ambiguous or uncertain expression — may need manual review.
"Solo estamos viviendo en una superficie de lo oculto. Y es lo que nos hace creer que somos unicos.. ignorando que hubieron civilizaciones y tecnologias maravillozas  mucho antesque nosotros que realmente contruyeron, lo que hoy  destruimos, 
Isla de pascua, santuario ancestral  guarda una parte que nos educa..",9,1,04/14/2016 04:28:48 PM,believes the fake news,0.5984928011894226,non_irony,0.6415793895721436,Likely critical or skeptical language.
Sheila Altable Gironda esto tendras que verlo cuando vayas a shile no? jajaja,1,2,04/12/2016 06:14:27 PM,believes the fake news,0.4554899036884308,non_irony,0.9075487852096558,Possible ironic endorsement — sarcasm misinterpreted as belief.
ohhhhhh.......como los gigantes del templo de abusimbel???,0,0,04/14/2016 06:36:03 PM,believes the fake news,0.5382519960403442,non_irony,0.6670520901679993,Sarcastic questioning — likely expressing doubt or disbelief.
