Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
Deb Prentice - I think Easter Island are looking for a Designer Deb. I'd like to see this... 😁,2,3,04/18/2017 01:16:01 PM,neutral,0.5901763439178467,non_irony,0.8919759392738342,Ambiguous or uncertain expression — may need manual review.
"would love to be there doing ""shit"" like this - history in the making - i mean how exciting is this - awesome awesome",3,2,04/21/2017 09:18:40 PM,criticizes the fake news,0.447100281715393,non_irony,0.518593430519104,Ambiguous or uncertain expression — may need manual review.
"i think they are to mark tombs of  Kings. Must have been full employment  on the island then,just making statues",0,1,04/18/2017 02:37:51 PM,neutral,0.4689320623874664,irony,0.830032467842102,Ambiguous tone — sarcastic or humorous uncertainty.
WOW - love shit like this - that is so fricken neat,4,7,04/18/2017 05:10:27 PM,criticizes the fake news,0.4658764898777008,irony,0.9317435026168823,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
And untill now  no one knew.,1,1,04/19/2017 07:22:36 PM,neutral,0.5623660683631897,irony,0.8047312498092651,Likely critical or skeptical language.
Can't just leave shit alone huh,1,1,04/18/2017 08:27:52 PM,believes the fake news,0.472089409828186,irony,0.5853859186172485,Ambiguous or uncertain expression — may need manual review.
The statues are pretty amazing 😉,1,1,04/18/2017 03:57:05 PM,neutral,0.5255486369132996,non_irony,0.5386775135993958,Ambiguous or uncertain expression — may need manual review.
Awesome!!!,1,1,04/20/2017 07:44:21 AM,criticizes the fake news,0.5418956875801086,irony,0.9500144124031067,Ambiguous or uncertain expression — may need manual review.
Wow! Cool!,1,1,04/18/2017 04:06:22 PM,criticizes the fake news,0.5114712119102478,irony,0.9406223297119141,Ambiguous or uncertain expression — may need manual review.
Are those hands down below?  April fools?,0,8,04/18/2017 03:20:38 AM,believes the fake news,0.5035860538482666,non_irony,0.7034851908683777,Sarcastic questioning — likely expressing doubt or disbelief.
Total bullshit,0,3,04/20/2017 12:53:08 AM,believes the fake news,0.5303407311439514,irony,0.5894989371299744,Ambiguous or uncertain expression — may need manual review.
Photoshop,2,1,04/18/2017 03:43:39 AM,neutral,0.5305824279785156,irony,0.6295338869094849,Ambiguous or uncertain expression — may need manual review.
"This is Easter Island. lol

https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/464777508_8651984951563157_8429235456463648307_n.jpg?stp=dst-jpg_s526x395_tt6&_nc_cat=110&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=uJ0g-eRViS4Q7kNvgGytV-X&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=AA8h-ihE7arb2Q6c2o2jVqO&oh=00_AYBKidZsf8QtIPALZBX7APQJqhcbFvA4OhL-qWBG5uwRLg&oe=67A03B7D",7,1,04/18/2017 08:03:24 AM,neutral,0.405996024608612,non_irony,0.9506822228431702,Ambiguous tone — sarcastic or humorous uncertainty.
well how cool is that?,1,0,05/12/2020 02:04:18 AM,neutral,0.536276638507843,irony,0.8906509280204773,Sarcastic questioning — likely expressing doubt or disbelief.
"i wonder is that it? What if you dig some more can you imagine, if it have more hahahahhaa. Damn.",0,0,05/09/2021 03:14:21 PM,criticizes the fake news,0.5624297857284546,non_irony,0.9611734747886658,Sarcastic questioning — likely expressing doubt or disbelief.
Alexandra Gena Wefa I'm betting y'all saw the Easter Island ep of Nova too...,0,1,04/18/2017 03:50:59 AM,neutral,0.3821519613265991,non_irony,0.8156660199165344,Ambiguous tone — sarcastic or humorous uncertainty.
Perhaps you should read the book Aku Aku by Thor Heyerdahl.  He made this same discovery and wrote Aku Aku in 1957.,1,0,08/04/2019 12:28:08 AM,criticizes the fake news,0.4570660591125488,irony,0.6961374878883362,Ambiguous or uncertain expression — may need manual review.
"There were so many unfinished laying about, but none with full on bodies.  That must have been quite an amazing feat!",0,0,04/18/2017 03:37:57 AM,neutral,0.4999532997608185,irony,0.9633429050445557,Ambiguous tone — sarcastic or humorous uncertainty.
https://scontent.fnap3-2.fna.fbcdn.net/v/t39.30808-6/467400624_10231258164150428_7247437476269508636_n.jpg?stp=dst-jpg_p370x247_tt6&_nc_cat=109&ccb=1-7&_nc_sid=bd9a62&_nc_ohc=7gjkJVPEamcQ7kNvgGLaYq-&_nc_zt=23&_nc_ht=scontent.fnap3-2.fna&_nc_gid=As4837hTjJpUebQPmiV3inI&oh=00_AYBXZSrvJbttVdjEjK0uqD4HlFj2w83MVWqi01UgFJEWqA&oe=67A01FF9,13,1,04/18/2017 08:59:22 PM,neutral,0.4166055619716644,non_irony,0.9518024325370789,Ambiguous tone — sarcastic or humorous uncertainty.
I always thought they would have something underground ☺,0,0,04/18/2017 03:19:39 AM,criticizes the fake news,0.4759685397148132,non_irony,0.6077117919921875,Ambiguous or uncertain expression — may need manual review.
Biiiig pause on buying into this one.,0,0,04/19/2017 03:19:19 AM,neutral,0.484507292509079,non_irony,0.9224047660827637,Ambiguous tone — sarcastic or humorous uncertainty.
So exciting,0,0,04/18/2017 03:35:16 AM,criticizes the fake news,0.4935634434223175,irony,0.9834006428718567,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Whoa!,1,0,04/18/2017 05:00:31 AM,criticizes the fake news,0.5388554334640503,irony,0.8174378871917725,Ambiguous or uncertain expression — may need manual review.
Amazing! It's that a belly button?,0,0,04/18/2017 07:16:02 PM,criticizes the fake news,0.5758509039878845,non_irony,0.5757089257240295,Ambiguous or uncertain expression — may need manual review.
Holy moley,0,0,04/18/2017 05:50:49 AM,criticizes the fake news,0.581626832485199,irony,0.5275136828422546,Ambiguous or uncertain expression — may need manual review.
