Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
Species? This whole thing is cringe.,143,10,09/22/2024 06:01:23 PM,criticizes the fake news,0.5668922066688538,non_irony,0.7496985793113708,Sarcastic questioning — likely expressing doubt or disbelief.
You mean... homo sapiens were the first homo sapiens to inhabit earth? Impossible,142,4,09/22/2024 06:02:17 PM,criticizes the fake news,0.5677217245101929,irony,0.6308207511901855,Sarcastic questioning — likely expressing doubt or disbelief.
"Indians are from India , weird meme",14,2,09/22/2024 06:02:43 PM,believes the fake news,0.4858280420303345,irony,0.812877357006073,Possible ironic endorsement — sarcasm misinterpreted as belief.
"""Human species""

https://external-fco2-1.xx.fbcdn.net/emg1/v/t13/2726838589685991650?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FLJsg_cU_-nsAAAAC%2Fdavid-rose.gif%3Ft%3DAAYit2jOKu4IWpuN3h-jrw%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s396x396_tt6&_nc_gid=ZnT7Jo8F01tJ_JyBOcBXjw&_nc_oc=AdlON0fTjPDJwNg6VZLXKKDaJtZS4ka4A8IEL0LZkPJ-usGbJqfG4m7blzHYlSGsiLs&ccb=13-1&oh=06_Q3-4AdwKc-xnlmO4IakrlFFrRV3m9ftTlDVSpvZnCLiEtyLs&oe=69100710&_nc_sid=867500",32,6,09/22/2024 06:03:19 PM,neutral,0.4385934472084045,non_irony,0.9598808288574219,Ambiguous tone — sarcastic or humorous uncertainty.
Errrrm Yes 👍,3,0,09/22/2024 06:04:26 PM,neutral,0.4671336114406585,non_irony,0.7129450440406799,Ambiguous tone — sarcastic or humorous uncertainty.
"LOL BS.  Humans have always roamed the world, and before then humans predecessors.",4,0,09/22/2024 06:04:45 PM,criticizes the fake news,0.5559055805206299,irony,0.9404672980308533,Ambiguous or uncertain expression — may need manual review.
"What about the African migration from drc , prior to homo sapien by about 100,000 yrs",7,6,09/22/2024 06:04:55 PM,neutral,0.4348521530628204,non_irony,0.7173296809196472,Ambiguous tone — sarcastic or humorous uncertainty.
"Think they’re saying they can’t tell the difference between 13,000 and 130,000",18,0,09/22/2024 06:05:42 PM,criticizes the fake news,0.5720148682594299,non_irony,0.7082061767578125,Ambiguous or uncertain expression — may need manual review.
"Or, and hear me out here, high fashion is a universal language",11,0,09/22/2024 06:06:26 PM,neutral,0.4182595312595367,irony,0.6375516057014465,Ambiguous or uncertain expression — may need manual review.
"Good lord, can somebody please explain to them that neither ""European"" nor ""native American"" are different ""human species"" and that few incorrect understandings have caused more suffering to innocent people than the wrong-headed notion that the arbitrary categories of ""race"" were scientifically meaningful in the way that distinctions of species are?",50,1,09/22/2024 06:08:10 PM,criticizes the fake news,0.5718914270401001,non_irony,0.8187364339828491,Sarcastic questioning — likely expressing doubt or disbelief.
But what of ant people?,6,2,09/22/2024 06:08:16 PM,criticizes the fake news,0.5304994583129883,non_irony,0.8143514394760132,Sarcastic questioning — likely expressing doubt or disbelief.
Pretty sure all humans have always thought feathers were cool,14,0,09/22/2024 06:08:47 PM,neutral,0.5105194449424744,irony,0.9332613945007324,Ambiguous or uncertain expression — may need manual review.
people like bird feathers. also see: pyramids are less likely to collapse.,16,1,09/22/2024 06:09:31 PM,neutral,0.5203434228897095,irony,0.7887951731681824,Ambiguous or uncertain expression — may need manual review.
"maybe that
they are ignorant. at which they have succeeded",1,0,09/22/2024 06:11:22 PM,believes the fake news,0.3560134768486023,non_irony,0.5721189975738525,Likely critical or skeptical language.
"Okay just so I'm on the same page here....

South America was inhabited for about the last ~15k years, and North America for a bit longer, so that seems timeline accurate. 

Australia is at least 65,000 years so they're a little shy on that. 

China is around accurate as well, from what I can tell. 

The middle east was at least 150,000 years ago from what I can see. 

Europe 45,000 years ago or so. 

So the only egregious date I can see is that homo sapiens seem to have appeared roughly 300,000 years ago (not 130,000 years ago), right? 

Asking honestly on this one. 

As for the ""they wore a feather on their head so they're all the same culture"" I'm not touching that one.",2,7,09/22/2024 06:11:28 PM,criticizes the fake news,0.5104212164878845,non_irony,0.5372084975242615,Likely critical or skeptical language.
