Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"I,ve  and my family  has been on Ester Island.  Great to see the many status. Very interesting   . Wonderful place . Amazing People 😍",1,0,03/15/2023 10:58:19 AM,neutral,0.5409058928489685,non_irony,0.5842738151550293,Ambiguous or uncertain expression — may need manual review.
The bodies were discovered maaaaany years ago. Strange it keeps popping up as new discovery 🤔,1,0,03/10/2023 08:09:10 AM,criticizes the fake news,0.5663060545921326,non_irony,0.7210659980773926,Sarcastic tone reinforced by emoji.
This was discovered in the 50s. It's strange that it keeps popping up as a new discovery.,3,0,03/14/2023 08:02:28 AM,criticizes the fake news,0.4151170253753662,irony,0.7219471335411072,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
It is funny how no one wonders why the carving of the canoe is like a 2 year Olds fridge painting and the statue is carved like fine art. I would think 2 different historical times in the life of Easter island.,4,0,03/10/2023 07:12:37 PM,criticizes the fake news,0.4540215134620666,non_irony,0.6091305017471313,Likely critical or skeptical language.
I’d absolutely love to go to see these! 🥰🥰,0,1,03/10/2023 02:16:10 PM,neutral,0.5062030553817749,non_irony,0.9546332955360413,Ambiguous or uncertain expression — may need manual review.
I’ll never forget my trip to Easter island. The people were wonderful. I enjoyed it so much.❤️,16,3,03/10/2023 12:31:31 PM,neutral,0.4800167977809906,non_irony,0.8949494957923889,Ambiguous tone — sarcastic or humorous uncertainty.
Why is it special to suddenly realize that those moais bodies were covered with soil...if you know about basalt rock decaying...turns brown on outside caused by sun and rain...then it falls off the block of volcanic rock as clay and rock chips...then these gradually washed downwards along the mountain slopes in the process mixing with other organic matter...eventually it reaches the hillside standing moais...over hundreds of years it  gradually builds up until it reaches around the statues necks as you see before  digging..are you so stupid as not to realize that without even digging....it seems that you've just got out of the class room and then outside of the high-rise jungles...you are talking about something that is not part of your lives and not your type of culture hence your excitement over a minor aspect of something of not much significance....the is not yours ...it.is.in the people of Te Pito O Te Henua....give them the respect owed to them and their ancestors,5,1,03/10/2023 09:45:37 AM,criticizes the fake news,0.597412645816803,non_irony,0.797552227973938,Likely critical or skeptical language.
Amazing!  I always wondered!,0,0,03/10/2023 08:43:58 AM,criticizes the fake news,0.4523757696151733,irony,0.9191105365753174,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"My question is...
If they stood on Easter Island for eons of time...why is the body coloring not damaged ..there would have been some change to it and the elements would have damaged the whole body, not just the head ...I love archaelogy!",9,3,03/10/2023 04:20:28 AM,criticizes the fake news,0.4193566143512726,non_irony,0.8404117226600647,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Nossa, vai mudar a história e trazer mais curiosidades, se já era difícil  entender, imagina agora !!!!",7,6,03/10/2023 03:10:20 AM,criticizes the fake news,0.4069935381412506,irony,0.7227053642272949,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Reminds me of finding my 5x great grandmothers lost inscription.  The stone is from 1789 and had sunk five feet by 1864 when every inscription that could be read were recorded.  He husbands, now worn away, was, but nothing for her.",1,0,03/10/2023 02:33:58 AM,criticizes the fake news,0.3968513011932373,non_irony,0.6415538787841797,Likely critical or skeptical language.
Oh I’d love to do something like that!,19,3,03/10/2023 01:58:06 AM,believes the fake news,0.3510019481182098,non_irony,0.5657687187194824,Ambiguous or uncertain expression — may need manual review.
"I think as you are trying to recreate the walking of the statues to show how they got moved, I think the (recently discovered finds that confirms) it is being overlooked that the beings during that day were 30 - 40 feet tall and most likely very heavy people, were unlike 5'-10"" - 6'-8"" being to 180 lbs being of today.  It's possible, they just carried the statues to the place they needed to go.",14,11,03/10/2023 01:07:40 AM,criticizes the fake news,0.5124102830886841,irony,0.5462309122085571,Ambiguous or uncertain expression — may need manual review.
Thank-you so much.  Incredible.,4,2,03/09/2023 11:42:17 PM,neutral,0.5467652678489685,irony,0.9657347798347473,Ambiguous or uncertain expression — may need manual review.
amazing that there are no other big stones around near by how where the stones brought there,4,6,03/09/2023 11:04:01 PM,neutral,0.5202248692512512,irony,0.5289860367774963,Likely critical or skeptical language.
Isso é incrível eu espero que descubra todas as estatuas é mostre essa maravilha para todos do mundo inteiro estamos ansiosos é que seja muito breve ❤️🇧🇷,6,1,03/09/2023 10:20:54 PM,criticizes the fake news,0.5684574842453003,non_irony,0.8447892665863037,Ambiguous or uncertain expression — may need manual review.
Very interesting.good job,22,1,03/09/2023 09:21:07 PM,criticizes the fake news,0.577557384967804,irony,0.9334188103675842,Ambiguous or uncertain expression — may need manual review.
Truly amazing. Our true world mega history slowly is being reveled. Can you imagine what they will show us when the true secrets of the Pyramids and the Spinx are finally relieved. We will someday break the 11k BC wall.,28,10,03/09/2023 06:18:48 PM,neutral,0.4326390922069549,irony,0.7869433164596558,Ambiguous tone — sarcastic or humorous uncertainty.
Would love to know what the carvings in the stone represent !!,15,2,03/09/2023 05:35:33 PM,criticizes the fake news,0.512823224067688,non_irony,0.6629848480224609,Likely critical or skeptical language.
Wow what a find !!I watched Good morning America when Micheal Strahan was there what a beautiful place and amazing people!,8,1,03/09/2023 05:29:17 PM,criticizes the fake news,0.5466670989990234,irony,0.7535802125930786,Ambiguous or uncertain expression — may need manual review.
And if I am not mistaken.that looks like a boombox on its back,3,1,03/09/2023 05:02:08 PM,criticizes the fake news,0.4569160640239715,non_irony,0.7730457782745361,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
outstanding and total amazing. would love to go to Easter island,39,0,03/09/2023 04:38:20 PM,neutral,0.5550922751426697,non_irony,0.8461976051330566,Ambiguous or uncertain expression — may need manual review.
THINK OF HOW DEEP YOU WOULD REALLY HAVE TO GO ANYWHERE ELSE ON THE ISLAND TO FIND ANYYHING FROM THAT PERIOD,10,0,03/09/2023 03:54:18 PM,criticizes the fake news,0.5285791158676147,non_irony,0.9486771821975708,Ambiguous or uncertain expression — may need manual review.
Bonjour à tous je vois une grave erreur la personne qui est assise au fond au pied de la taille ne devrait pas être là normalement il devrait y avoir un talus pour la sécurité si le terrain s'éboule elle n'aura pas le temps de bouger. C'est arrivé malheureusement à Beugnatre à côté de Bapaume dans le Pas-de-Calais en France. Un garçon une fille âgée de 17 ans à peu près et bénévole enseveli vivant,6,1,03/09/2023 03:19:24 PM,criticizes the fake news,0.5012392997741699,non_irony,0.9314755797386169,Likely critical or skeptical language.
We were there.  Never thought they had bodies.  What a magnificent find.  How did create them? We will never really know and why there?,36,10,03/09/2023 02:54:01 PM,criticizes the fake news,0.3907415270805359,irony,0.5717459917068481,Likely critical or skeptical language.
I wrote about it years ago and I still don't see a forest being planted on Easter Island,14,4,03/09/2023 01:30:04 PM,criticizes the fake news,0.455275684595108,non_irony,0.7071216702461243,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Great Job, but if I was working at that (or any construction company) I would have ditch boxes, or wall supports at least. That is very dangerous and deadly.",12,1,03/09/2023 01:28:44 PM,criticizes the fake news,0.4299418330192566,non_irony,0.8737053871154785,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
I currently have a Easter Island head replica in my front yard .,41,25,03/09/2023 12:16:06 PM,criticizes the fake news,0.422074407339096,non_irony,0.7575075626373291,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"I always suspected that I remember asking a teacher and being told not to ask stupid questions. Well that's one up yours Sir

https://scontent.fnap3-1.fna.fbcdn.net/v/t39.1997-6/106213587_953859015076456_6116743013412303382_n.png?stp=dst-png_s160x160&_nc_cat=1&ccb=1-7&_nc_sid=23dd7b&_nc_ohc=3eNNgwzQakAQ7kNvgGVcN9C&_nc_zt=26&_nc_ht=scontent.fnap3-1.fna&_nc_gid=A33cyC0Hcfljvjv6fRxbVh6&oh=00_AYAAmIrAYR6FcEMrmnqKyZpb_NzCb4TjPFsruWQgIdbxxg&oe=67A0046B",17,1,03/09/2023 12:01:07 PM,believes the fake news,0.4397243559360504,non_irony,0.9434958100318909,Possible ironic endorsement — sarcasm misinterpreted as belief.
"Really great to see the pics of these amazing stutues. Be safe guys, no side support and very deep vertical cut.",9,0,03/09/2023 11:46:46 AM,neutral,0.5781712532043457,irony,0.7929814457893372,Likely critical or skeptical language.
Thor Heyerdahl excavated a statue in the 1950s and published his findings in his book 'Aku Aku' in 1958 so this isn't a recent discovery.,11,0,03/09/2023 11:30:21 AM,neutral,0.4263158738613128,non_irony,0.7464601397514343,Ambiguous tone — sarcastic or humorous uncertainty.
Joseph Lappin I neeeed the whole thing in my garden xx,5,1,03/09/2023 11:18:35 AM,criticizes the fake news,0.3697918653488159,non_irony,0.9061962366104126,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"And no support for the excavation, no edge protection. I guess safety isn’t an issue on Easter Island.",46,10,03/09/2023 10:53:20 AM,criticizes the fake news,0.4828915596008301,non_irony,0.7400481104850769,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Awesome thanks!! How were they made ? Could they have been pushed into the ground? Don’t think so!,10,4,03/09/2023 06:13:55 AM,criticizes the fake news,0.3956378102302551,non_irony,0.9577751159667969,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Just tip it back a bit and I'll jimmy this bungee band underneath.,11,0,03/08/2023 05:46:02 PM,neutral,0.4899010360240936,non_irony,0.880979061126709,Ambiguous tone — sarcastic or humorous uncertainty.
Oh! Wow! Great you found that out in my life time.🌞,2,0,03/09/2023 11:21:39 PM,criticizes the fake news,0.585545539855957,irony,0.861397922039032,Ambiguous or uncertain expression — may need manual review.
"Amazing, I would love to see them!",0,0,03/11/2023 09:26:32 AM,neutral,0.5042455792427063,non_irony,0.8509007692337036,Ambiguous or uncertain expression — may need manual review.
What happened to Erich von Däniken's Chariots of the gods? Years ago I watched a debate between him and a professor from Harvard university. He lost because myths don't count in today's reality,2,0,03/10/2023 10:03:08 AM,criticizes the fake news,0.5981324315071106,non_irony,0.6971228718757629,Sarcastic questioning — likely expressing doubt or disbelief.
Sa fait des années que je croyais qu'il s'agit de têtes seulement,0,0,03/10/2023 12:41:28 PM,neutral,0.5798395276069641,non_irony,0.7314820885658264,Ambiguous or uncertain expression — may need manual review.
I wwuld have to see it with mown eyes before I believe this  Photoshop is excellent,1,1,03/09/2023 10:27:08 PM,criticizes the fake news,0.431492269039154,non_irony,0.7245797514915466,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
Such old crafts will help us to proof that bible is translated correctly or not by traslators.,1,1,03/10/2023 09:31:09 AM,neutral,0.5382891893386841,irony,0.8877465128898621,Likely critical or skeptical language.
"Para Mi que la tierra tenía menos tierra años atrás, todas las estatuas o casi todas las estatuas y/u  piedras, tumbas, ruinas, pirámides, ciudades casi enteras bajo tierra,  siempre lo he pensado desde que era un niño, pero Mis maestres Me tentaron por un niño de mucha imaginación...",1,0,03/10/2023 07:21:23 PM,criticizes the fake news,0.4615743160247803,non_irony,0.5350329875946045,Likely critical or skeptical language.
