Content,ReactionsCount,SubCommentsCount,CommentAt,stance,confidence,sarcasm_label,sarcasm_score,explanation
"Will believe it when only this guy confirms it 😂🤣

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/6372448600358713035?url=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2Fv1.Y2lkPTk5OWFjZWFjaXNlYzg5cmRmam5veHRyc3FqMzNpZTM5dWNpa2gwaHl2bmM2ZXo1MiZlcD12MV9naWZzX3NlYXJjaCZjdD1n%2F3oEjI789af0AVurF60%2Fgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q399_ewUy9taAvYdbGgwdikRPvLxnzbEUGep5NssPCHHHs4&oe=679C33A5&_nc_sid=867500",4,0,06/25/2024 05:53:07 AM,believes the fake news,0.5344322323799133,non_irony,0.953008770942688,Sarcastic questioning — likely expressing doubt or disbelief.
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/28345301873528835?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FfKxP2yMfiOkAAAAd%2Fdancing-dancing-alien.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-jpg_flffffff_q75_s792x792_tt6&ccb=13-1&oh=06_Q39963wFuxLh6AEmiY_-qd9KGK7_z4Yna3vmWZnggbFmk9U&oe=679C3771&_nc_sid=867500,0,0,06/25/2024 06:05:47 AM,neutral,0.388887494802475,non_irony,0.94512540102005,Ambiguous tone — sarcastic or humorous uncertainty.
"I'm unfollowing yall doing to much lately  I'm out

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/5221035288120466585?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FfaN2dKqRXF0AAAAC%2Fles-bbq-texas-in-every-way.gif%3Ft%3DAAYbrsWo-DQIWoWYRwqOHg%26c%3DVjFfZmFjZWJvb2s&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s180x320_tt6&ccb=13-1&oh=06_Q3991vwHyGiq51HRMbTYbD4GqlRcer7_maYRYuSod2ihJMQ&oe=679C3556&_nc_sid=c97757",2,2,06/25/2024 05:48:53 AM,believes the fake news,0.4088129103183746,non_irony,0.9449167251586914,Possible ironic endorsement — sarcasm misinterpreted as belief.
https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/966535590928013571?url=https%3A%2F%2Fmedia3.giphy.com%2Fmedia%2FlX2UkhLnMmS74uRduN%2Fgiphy.gif%3Fcid%3D120c0147vx5jkiyclbv7hpp20tux4mbvllgsmw0a63bikpqp%26rid%3Dgiphy.gif&fb_obo=1&utld=giphy.com&stp=dst-emg0_q75_s480x480_tt6&ccb=13-1&oh=06_Q399vmPyaRZ6TZdoOmE6mOUX3nNSnEOUC2YD1YkJA_Haccg&oe=679C2397&_nc_sid=c97757,0,0,06/25/2024 03:46:47 PM,neutral,0.4097672700881958,non_irony,0.9447062611579895,Ambiguous tone — sarcastic or humorous uncertainty.
"Some disabled people have less than 10 fingers, they are not aliens

https://external.fnap3-1.fna.fbcdn.net/emg1/v/t13/16965061574680770614?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FgUrW6mnwVuQAAAAd%2Fits-a-fake-maggie-bell.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s640x640_tt6&ccb=13-1&oh=06_Q3994zDV80U37rjv2KCpW67sBefQH1TjOkxoooTebBlDTnc&oe=679C2106&_nc_sid=c97757",0,0,06/30/2024 04:15:57 AM,believes the fake news,0.4345044493675232,non_irony,0.941857099533081,Possible ironic endorsement — sarcasm misinterpreted as belief.
Could only be 3 fingers because they ran out of Plaster...,0,0,06/25/2024 06:40:18 AM,criticizes the fake news,0.3811388611793518,non_irony,0.9025671482086182,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
It kind of looks like Joe Biden 🥴🥴🥴🤦🏽‍♂️,7,2,06/25/2024 05:48:05 AM,criticizes the fake news,0.418234258890152,non_irony,0.9012186527252197,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Maybe that's my dead body discovered in the past, after I time travel back in time to help Jesus in the future, get my fingers cut off for doing so, and tortured to a martyrs death and left in a cave...",0,0,06/25/2024 07:15:03 AM,criticizes the fake news,0.4169706404209137,non_irony,0.8854886889457703,Likely sarcastic criticism — ironic disbelief or mockery of the fake news.
"Have heard of many tribes around the world with unique hand an foot mutations but never really seen mutations so perfectly formed, i guess this is all how evolution happens though, seems somewhat believable would be hard to fake a skull with an extra 30% capacity without signs of manipulation same with the hands an feet but still no evidence its not a mutated or defected human, i wanna hear about dna tests done on it, you know that guy who had his fingers nose an ears removed because he wants to be an alien? What would humans think of him if they found him wrapped up in a cave 1000 years from now? Especially if his dna is damaged an not can not be fully gathered",0,0,06/25/2024 04:22:50 PM,criticizes the fake news,0.5635895729064941,non_irony,0.8853259086608887,Sarcastic questioning — likely expressing doubt or disbelief.
"Someone's art sculpture got discovered near the monolith... WOW, now that's something!",1,1,06/25/2024 06:07:07 AM,criticizes the fake news,0.5755984783172607,irony,0.870201826095581,Likely critical or skeptical language.
"Is that like ""triple fried chips""",0,0,06/25/2024 07:20:52 AM,criticizes the fake news,0.573474109172821,non_irony,0.8389083743095398,Ambiguous or uncertain expression — may need manual review.
You’ll be happy they only have three fingers when they’re probing you!,0,0,06/25/2024 06:47:25 PM,criticizes the fake news,0.5112822651863098,irony,0.7961516380310059,Ambiguous or uncertain expression — may need manual review.
